タイムスタンプ,02　新規登録ですか、修正依頼ですか,03　店舗名（正式名称）＜公開＞,04-1　店舗住所・区名＜公開＞,04-2　店舗住所・区以降＜公開＞,04-3　店舗住所・建物名称など＜公開＞,04-4　【任意】店舗の正確な位置（緯度・経度）が分かる方は入力をお願いします＜公開＞,05　店舗の電話番号（ハイフンなし）＜公開＞,06　最寄り駅＜公開＞,07　提供の条件（提供時間・曜日）＜公開＞,08　定休日＜公開＞,09　店舗　ウェブサイトURL＜公開＞,10　店舗　SNS＜公開＞,11　料理のジャンル＜公開＞,12　テイクアウト（持ち帰り）はできますか＜公開＞,13-1　デリバリー（宅配・出前）はできますか＜公開＞,13-2　デリバリー（宅配・出前）の配達・配送料＜公開＞,14　店舗からのメッセージ＜公開＞,15-1a　【メニュー１】メニュー名＜公開＞,15-1b　【メニュー１】税込価格＜公開＞,15-2a　【メニュー２】メニュー名＜公開＞,15-2b　【メニュー２】税込価格＜公開＞,15-3a　【メニュー３】メニュー名＜公開＞,15-3b　【メニュー３】税込価格＜公開＞,15-4　【メニュー4以降】メニュー名、税込価格＜公開＞,店舗ID,,,,,
4/22/2020 18:27:15,新規登録,AQUILA VOLANS(アクイラ・ウォランス),中区,山下町２０４－１,ダイワロイネットホテル横浜公園２Ｆ,"35.443446,139.642075",0452644215,関内・石川町・日本大通り駅,平日11:30から売り切れるまで,日曜日,https://www.al-tair.co.jp,https://www.facebook.com/aquilavolans/,洋食,はい,はい,無料(店舗周辺エリア・要相談),"テーマは、『会社や家でも、楽しいランチ』
レストランは、生活の一部として、仕事や家庭で起こる色々な出来事の中で、美味しいものを食べて、笑いながら仲間や家族と話し、『さぁ～今日（明日）も頑張ろう』と思ってもらえる場所だと思ってます。
昨今の情勢の中で、
『楽しいはずのランチタイム・息抜きの為のランチタイム』
が、なかなか思うように出来ないという声を聞きます。
学校が休み…在宅勤務…自粛…仕事には来たけど外出禁止…
ストレスも溜まる！！息も抜けない！！たまには、母親も少し休みたい！！会社の中でも美味しくて楽しいランチにしたい！！
安心してください。
私達、例えレストランの外だとしても頑張ります。",シェフのおまかせ弁当,600,まかない弁当,600,ピッツァ・マルゲリータ,800,おすすめピッツァ(1000),41,,,,,
4/22/2020 18:32:13,新規登録,Smokin' Bluemoon,青葉区,すすき野1-8-33,,"35.573764, 139.529687",08043413335,あざみ野,テイクアウトは、事前予約で、GWまでは月曜～木曜日、土日11：00～14：30、17：30～20：00,定休日なし,https://www.facebook.com/smknbluemoon,https://www.instagram.com/smknbluemoon/,お弁当,はい,いいえ,,アメリカ人シェフによるキッチンカーのお弁当です。都内のオフィス街や大学でもファンの多いメニューにプラスして、メニューのレパートリーに困っている方に、メニューも今後入れ替えも予定しています。,塩ジンジャー鷄焼きそば,400,唐揚げ弁当,500,ハーブチキン弁当,600,"ハーブチキンandハーブソーセージ弁当　700
ジンジャーポーク弁当　600
ビーフステーキ弁当　1,000
",42,,,,,
4/22/2020 19:03:22,新規登録,KAIGANDORI Des Anges,中区,海岸通3-12-1,ミナトイセビル 1階,,0456641154,みなとみらい線 馬車道駅,"テイクアウト 月曜を除く 11:00～21:00
注文は電話予約",月曜日,http://desanges.co.jp/free/takeout,https://m.facebook.com/pages/category/Cafeteria/KAIGANDORI-Des-Anges%E6%B5%B7%E5%B2%B8%E9%80%9A%E3%81%A7%E3%81%96%E3%82%93%E3%81%98%E3%82%85-305635436174720/,洋食,はい,いいえ,,牡蠣を使ったお料理を中心に、和・洋のお弁当など各種ご用意しております！,ロックフェラーのパスタ,1800,焼き牡蠣カリー ライス付き,1500,シーフードグラタン,1500,カキフライ＆メンチカツ弁当 1200円,43,,,,,
4/22/2020 19:03:26,新規登録,とんかつ　とん平,青葉区,市ヶ尾町1170,内野ビル,,0459735632,市ヶ尾駅,20～30,水曜日,,,とんかつ　,はい,いいえ,,当店の揚げ油は100%植物性で軽く仕上げてます,,,,,,,,44,,,,,
4/22/2020 19:07:15,新規登録,sprout(スプラウト),神奈川区,三ツ沢中町25-11,,,0453241587,三ツ沢下町,"平日…12:00～20:00(ラストオーダー19:30)
土・日…10:30～19:00(ラストオーダー18:30)",水曜日,https://sprout-yokohama.amebaownd.com,https://www.instagram.com/sprout.yokohama,洋食,はい,いいえ,,"コロナの影響によりテイクアウト中心の営業となります。
気分転換や気晴らしに、家事等で疲れた方々のお役に立てれば幸いです。
テイクアウト是非ご利用頂けたらと思います。","セットメニュー
・グリーンサラダ
・スペアリブ&ポテト
＊以下からお一つお選びください。
・タコライス
・ロコモコ
・ドライカレー
・ガーリックチキンライス",1500,"スペアリブ1本
(サラダかポテトが付きます。どちらかお選びください)",450,タコライス,750,"スペアリブ2本
(サラダかポテトが付きます。どちらかお選びください)   \850
ガーリックチキンライス  \850
ロコモコ  \800
ドライカレー  \800
ガーリックビーフライス  \1150",45,,,,,
4/22/2020 19:35:03,新規登録,CJCAFE,中区,海岸通1-1,並木ビル1階,,0456634115,日本大通り駅,11時30～20時,月曜日,http://cjcafe.jp/,,洋食,はい,いいえ,,,,,,,,,,46,,,,,
4/22/2020 19:46:28,新規登録,おうちダイニングおいしい菜,鶴見区,下野谷3-88,,,0455030148,鶴見小野駅前,土日12～17　月水木12～18,"火曜日, 金曜日",,,家庭料理,はい,いいえ,,"こだわりの手作り料理(ジャンルは問いません)人気はハンバーガーや自家製焼売！
当店は黒毛和牛、もち豚、南部地鶏と素材にもこだわっています。",日替わり惣菜,300,生姜焼弁当,1400,黒毛和牛ステーキ弁当,2800,,47,,,,,
4/22/2020 19:47:07,新規登録,ウチルカ,青葉区,鴨志田町561-1,パインドエル金子1階,,0459616522,青葉台,"テイクアウトは月～土　11時から15時まで
デリバリーは\8,000以上で青葉区内可",日曜日,,,お弁当,はい,はい,"\8,000以上で青葉区内可。
未満は配送料\1,000",,黒酢チキン南蛮弁当　,842,味噌煮込みハンバーグ弁当,842,いわしのごま竜田弁当,842,"日替わり弁当　842
ガパオごはん弁当　842
キッズパンケーキ弁当　518
キッズおにぎり弁当　734",48,,,,,
4/22/2020 20:03:51,新規登録,大ど根性ホルモン,西区,北幸2の13の20,第７NYビル,,0453203077,横浜駅,"昼の部テイクアウト
11:30～14:30
夜の部テイクアウト
17:30～20:00",日曜日,https://daidokonjyohorumon.owst.jp,,昼はお弁当、夜はサラダやお肉など,はい,いいえ,,"昼は週替わり、夜は横浜野菜サラダを
筆頭に お肉、惣菜などなどな｢ど｣。
ど根性の美味しさを是非ご家庭で！！",ど根性サラダ,700,黒毛和牛丼,1500,鶏の唐揚げ,600,"横浜焼き餃子(小松菜＆椎茸)600
こだわりモツ煮込み600
地野菜のチヂミ700
ﾄﾏﾄ好きのためのトマトサラダ700
ちゃんとしたポテサラ450",49,,,,,
4/22/2020 20:09:52,新規登録,数数（さくさく）,青葉区,美しが丘1-4-2,斉藤ハイツ一階,,0458847708,たまプラーザ,定休日以外の11:30～14:00、18:00～21:00,水曜日,,,お弁当,はい,いいえ,,「たまプラーザの台所、数数。家庭的な味をお楽しみください。,和風ハンバーグ,850,数数牛すじカレー,850,あっさり焼肉,850,,50,,,,,
4/22/2020 20:59:42,新規登録,串かつでんがな上大岡camio店,港南区,上大岡西1-15-1,CAMIO 2階,,0458459311,上大岡駅,テイクアウト11時～14時、16時～19時の間で受け付け,不定休,https://stores.dengana.jp/神奈川県/横浜市/上大岡西1-15-1.html,https://www.facebook.com/dengana.kamioooka/,串かつ居酒屋,はい,いいえ,デリバリー不可,"串かつでんがなは「串かつとどて焼きでちょこっと一杯、気軽に立ち寄れる串かつ居酒屋」をコンセプトとして日本各地に展開しております。
お弁当は豪華で満足すること間違いなし！串かつのお持ち帰り100円セールも実施中！",串かつ弁当,830,チキン南蛮弁当,830,アジフライ弁当,780,メンチカツ弁当780円　特製からあげ弁当780円,51,,,,,
4/22/2020 21:08:11,新規登録,3丁目　Rigatto,中区,野毛町3-142,,,0453156663,JR桜木町,火曜日以外の12:00から20:00まで,火曜日,,,洋食,はい,いいえ,,レストランの味わいを気軽にご家庭で味わえるメニューをご用意いたしました。,【パスタソース】ボローニャ地方のミートソース,700,【パスタソース】地ダコと香草のラグーソース,800,【パスタソース】小エビとズッキーニのトマトクリームソース,800,【パスタソース】ホタテとキノコのトリュフクリームソース900【温かいおつまみ】牛もつのトマト煮込み700【温かいおつまみ】自家製ソーセージ120g700,52,,,,,
4/22/2020 21:20:16,新規登録,お好み焼ころんぶす石川町駅前店,中区,松影町1-3-7,ロックヒルズⅧ 1階,,0456332748,石川町駅,営業中はいつでも！,"月曜日, 火曜日",http://k2-inter.com/okonomi/,,お好み焼き,はい,いいえ,,お好み焼き以外にも磯子の逸品にも選ばれたキムチチャーハン！はおすすめ！　,ころんぶすミックス焼,950,キムチチャーハン,950,ころんぶす焼きそば,896,,53,,,,,
4/22/2020 21:23:14,新規登録,お好み焼ころんぶす根岸本店,磯子区,西町14-3 1階,畜産センタービル,,0457519449,根岸駅,営業中はいつでも,月曜日,http://k2-inter.com/okonomi/,,お好み焼,はい,はい,,磯子の逸品にキムチチャーハンが選ばれました。,ころんぶすミックスお好み焼,950,キムチチャーハン,950,ころんぶすミックス焼そば,896,,54,,,,,
4/22/2020 21:39:49,新規登録,トラットリア　アルボルゴ,都筑区,茅ヶ崎中央52-2 ,ライオンズマンション港北エストラッド,,0455300056,ブルーライン　センター南駅,"テイクアウト　10時～18時（以降は要相談）
デリバリー　平日10時～17時
　　　　　　　（￥3000以上エリアは要確認）
",不定休,https://al-borgo.jp,,おかずにもなる具材ゴロゴロパスタソース（真空パック済）,はい,はい,"合計\3000以上で無料配達
（都筑区、港北区西、青葉区、宮前区）
その他は要相談になります。","三食おうちご飯は大変です！
そのサポートをできればと思い、
1,朝昼晩　使えて
2-ご飯、パンにも相性が良い。
3.そのままおかずにもなるゴロゴロ具材
4,冷蔵庫の残り物など追い具、味変させやすい。
パスタソースたっぷり2人前　各800円
（液漏れ防止のための真空パック、冷凍をご用意
",不動の人気　自家製ミートソース,864,牛カルビと筍の角煮風和風ソース,864,牛タンとゴボウのビーフシチュー風ソース,864,"イベリコ豚とベーコンのトマトソース　\864
キノコ入り150gハンバーグが2個入った
　　　和風ソース　　\864
サバとロースト葱のトマトソース　\864
焼きリンゴ入りゴルゴンゾーラチーズの
　　　　クリームソース　　\864 
伊産キアニーナ牛とマッシュルームの
　キャンティワインで煮込んだラグー\864
たっぷり小エビとホンビノス貝の
　　ボンゴレ　ビアンコ風ソース　\864

パスタソース以外
オープンから人気の
　　　　バーニャカウダソース300g  \864
砂糖不使用　山梨産ワインとイチゴ、蜂蜜で
　　　　作ったジャム　　\864
バジルたっぷりジェノベーゼソース　\864

 その他　色々ご用意！
",55,,,,,
4/22/2020 21:47:21,新規登録,バル　デ　エスパーニャ　ゴリアテ,青葉区,青葉台1-15-6,,,0455300542,青葉台,テイクアウト11:30～13:00　17:00～19:30,月曜日,https://bar-de-espana-goliath.business.site/,https://www.facebook.com/bistrogoliath/,スペイン料理,はい,いいえ,,本格スペイン料理をお持ち帰りいただけます。お電話でのご予約も承ります。『緊急事態宣言』解除までの期間限定応援特価！！,パエージャ　デ　マリスコス（魚貝のパエリア）,880,アロス　ネグロ（イカ墨のパエリア）,770,パエージャ　バレンシアーナ（鶏、豆、インゲンのパエリア）,660,"◆◆◆タパス◆◆◆
・ハモンセラーノ（スペイン産生ハム）880円　
・スペイン産ハム＆サラミ（ハモンセラーノ、チョリソ、フエ）　880円
・シーフードマリネ3種（セビーチェ、エスカベッシュ、サーモンマリナード）880円
・トルティージャ　デ　パタタス（じゃが芋のスペインオムレツ）550円
・アルホンディガス（スペイン風ミートボール煮込み）550円
・カジョス（スペイン風ハチノスと豆の煮込み）550円

　〇シェフのおまかせコース〇
お1人様2200円（ご注文は2名様～）
・冷製タパス3品　・温製タパス3品　・パエリア2品　※2名様分　
＋1500円でおすすめスペインワイン（赤・白・泡のいずれか1本）をお付けすることが出来ます。お好みワインは応相談♪",56,,,,,
4/22/2020 22:23:00,新規登録,横浜中華街龍鳳酒家,中区,山下町152,,,0456629201,元町・中華街,"テイクアウト、デリバリー
ランチ
11時半～２時

ディナー
17時半～19時30分
",火曜日,,https://www.instagram.com/p/B_Qpn3FgwQh/?igshid=1ilacjqqrlmm7,中華,はい,はい,,"1981年創業の海鮮広東料理のお店です。
毎日中央卸売市場に仕入れに行っておりす。
皆様に美味しい海鮮広東料理を
安全にお届けいたします
",海老チリ弁当,648,渡り蟹餡掛け炒飯,1080,海鮮と野菜炒め,1000,"牛バラ丼864円
鶏ととうがらし炒め1080円
からあげ弁当648",57,,,,,
4/22/2020 23:16:01,新規登録,福々むすび,中区,不老町1-5-5,柏野ビル1階,,0453056614,関内,"テイクアウト
月曜日～金曜日(11:00～20:00)
土曜日・祝日(11:00～15:00)",日曜日,https://fukufuku-musubi.yokohama/,https://www.facebook.com/fukufuku-musubi,お弁当,はい,いいえ,,"人気No.1「鶏唐揚げ弁当」はじめ、店内提供の定食全品テイクアウトOK！
地産地消のはまぽーく「トンテキ定食」は絶品です。",鶏唐揚げ弁当,500,トンテキ定食,1080,生姜焼き定食,900,"アジフライ定食
750",58,,,,,
4/23/2020 0:25:55,新規登録,燻製ダイニング　煙ぷらす,都筑区,中川中央1-37-21,シンコウビル1階,,0459115303,センター北駅,テイクアウトは17時から20時,日曜日,https://www.kemuriplus.com/,,ダイニングバー,はい,はい,出前館をご参照ください,ご自宅で燻製料理とお酒のマリアージュをお楽しみ下さいませ。,,,,,,,,59,,,,,
4/23/2020 1:48:27,新規登録,六角箸,神奈川区,六角橋1-10-2,六角箸,,0452982296,白楽,テイクアウトのみ17時から20時まで,"月曜日, 日曜日",,https://m.facebook.com/tomoyuki2ta/,お惣菜,はい,いいえ,,高機能調理機器“Dr.Fay”を使用した革命的な揚げ物をお楽しみ下さい。,大山鶏トマホーク素揚げと素揚げ野菜,1980,,,,,,60,,,,,
